location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-08T03:30:00.000Z,2016-11-08T09:00:00+05:30,pm25,505.2,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-08T02:30:00.000Z,2016-11-08T08:00:00+05:30,pm25,497.3,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-08T01:30:00.000Z,2016-11-08T07:00:00+05:30,pm25,518.6,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-08T00:30:00.000Z,2016-11-08T06:00:00+05:30,pm25,551.1,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-07T23:30:00.000Z,2016-11-08T05:00:00+05:30,pm25,612.1,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-07T22:30:00.000Z,2016-11-08T04:00:00+05:30,pm25,641.2,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-07T21:30:00.000Z,2016-11-08T03:00:00+05:30,pm25,665.3,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-07T20:30:00.000Z,2016-11-08T02:00:00+05:30,pm25,646.5,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-07T19:30:00.000Z,2016-11-08T01:00:00+05:30,pm25,625.9,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-07T18:30:00.000Z,2016-11-08T00:00:00+05:30,pm25,572.8,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-07T17:30:00.000Z,2016-11-07T23:00:00+05:30,pm25,450.6,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-07T16:30:00.000Z,2016-11-07T22:00:00+05:30,pm25,322.2,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-07T15:30:00.000Z,2016-11-07T21:00:00+05:30,pm25,217.6,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-07T14:30:00.000Z,2016-11-07T20:00:00+05:30,pm25,155.4,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-07T13:30:00.000Z,2016-11-07T19:00:00+05:30,pm25,135,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-07T12:30:00.000Z,2016-11-07T18:00:00+05:30,pm25,134.3,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-07T11:30:00.000Z,2016-11-07T17:00:00+05:30,pm25,153.7,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-07T10:30:00.000Z,2016-11-07T16:00:00+05:30,pm25,181.7,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-07T09:30:00.000Z,2016-11-07T15:00:00+05:30,pm25,242.6,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-07T08:30:00.000Z,2016-11-07T14:00:00+05:30,pm25,319.5,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-07T07:30:00.000Z,2016-11-07T13:00:00+05:30,pm25,441.3,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-07T06:30:00.000Z,2016-11-07T12:00:00+05:30,pm25,577.9,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-07T05:30:00.000Z,2016-11-07T11:00:00+05:30,pm25,767.7,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-07T04:30:00.000Z,2016-11-07T10:00:00+05:30,pm25,834.7,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-07T03:30:00.000Z,2016-11-07T09:00:00+05:30,pm25,805.2,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-07T02:30:00.000Z,2016-11-07T08:00:00+05:30,pm25,794.1,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-07T01:30:00.000Z,2016-11-07T07:00:00+05:30,pm25,872.1,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-07T00:30:00.000Z,2016-11-07T06:00:00+05:30,pm25,920.6,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-06T23:30:00.000Z,2016-11-07T05:00:00+05:30,pm25,966.6,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-06T22:30:00.000Z,2016-11-07T04:00:00+05:30,pm25,1015.5,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-06T21:30:00.000Z,2016-11-07T03:00:00+05:30,pm25,1052,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-06T20:30:00.000Z,2016-11-07T02:00:00+05:30,pm25,1082.8,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-06T19:30:00.000Z,2016-11-07T01:00:00+05:30,pm25,1078.3,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-06T18:30:00.000Z,2016-11-07T00:00:00+05:30,pm25,1075.3,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-06T17:30:00.000Z,2016-11-06T23:00:00+05:30,pm25,-999,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-06T16:30:00.000Z,2016-11-06T22:00:00+05:30,pm25,1285.1,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-06T15:30:00.000Z,2016-11-06T21:00:00+05:30,pm25,1290.4,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-06T14:30:00.000Z,2016-11-06T20:00:00+05:30,pm25,1242.7,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-06T13:30:00.000Z,2016-11-06T19:00:00+05:30,pm25,1139.4,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-06T12:30:00.000Z,2016-11-06T18:00:00+05:30,pm25,970.4,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-06T11:30:00.000Z,2016-11-06T17:00:00+05:30,pm25,515,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-06T10:30:00.000Z,2016-11-06T16:00:00+05:30,pm25,515.1,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-06T09:30:00.000Z,2016-11-06T15:00:00+05:30,pm25,618.4,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-06T08:30:00.000Z,2016-11-06T14:00:00+05:30,pm25,882.2,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-06T07:30:00.000Z,2016-11-06T13:00:00+05:30,pm25,1071.5,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-06T06:30:00.000Z,2016-11-06T12:00:00+05:30,pm25,894.3,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-06T05:30:00.000Z,2016-11-06T11:00:00+05:30,pm25,785.4,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-06T04:30:00.000Z,2016-11-06T10:00:00+05:30,pm25,742.6,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-06T03:30:00.000Z,2016-11-06T09:00:00+05:30,pm25,738.5,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-06T02:30:00.000Z,2016-11-06T08:00:00+05:30,pm25,741.8,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-06T01:30:00.000Z,2016-11-06T07:00:00+05:30,pm25,811.7,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-06T00:30:00.000Z,2016-11-06T06:00:00+05:30,pm25,879.9,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-05T23:30:00.000Z,2016-11-06T05:00:00+05:30,pm25,968.5,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-05T22:30:00.000Z,2016-11-06T04:00:00+05:30,pm25,1046.5,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-05T21:30:00.000Z,2016-11-06T03:00:00+05:30,pm25,997.9,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-05T20:30:00.000Z,2016-11-06T02:00:00+05:30,pm25,1005.4,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-05T19:30:00.000Z,2016-11-06T01:00:00+05:30,pm25,1045.9,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-05T18:30:00.000Z,2016-11-06T00:00:00+05:30,pm25,1092.8,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-05T17:30:00.000Z,2016-11-05T23:00:00+05:30,pm25,1155.6,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-05T16:30:00.000Z,2016-11-05T22:00:00+05:30,pm25,1241.2,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-05T15:30:00.000Z,2016-11-05T21:00:00+05:30,pm25,1251.4,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-05T14:30:00.000Z,2016-11-05T20:00:00+05:30,pm25,1222.6,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-05T13:30:00.000Z,2016-11-05T19:00:00+05:30,pm25,1178,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-05T12:30:00.000Z,2016-11-05T18:00:00+05:30,pm25,1057.5,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-05T11:30:00.000Z,2016-11-05T17:00:00+05:30,pm25,815.4,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-05T10:30:00.000Z,2016-11-05T16:00:00+05:30,pm25,671.1,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-05T09:30:00.000Z,2016-11-05T15:00:00+05:30,pm25,685.1,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-05T08:30:00.000Z,2016-11-05T14:00:00+05:30,pm25,765.1,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-05T07:30:00.000Z,2016-11-05T13:00:00+05:30,pm25,815.6,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-05T06:30:00.000Z,2016-11-05T12:00:00+05:30,pm25,-999,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-05T05:30:00.000Z,2016-11-05T11:00:00+05:30,pm25,640.3,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-05T04:30:00.000Z,2016-11-05T10:00:00+05:30,pm25,640.3,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-05T03:30:00.000Z,2016-11-05T09:00:00+05:30,pm25,644.8,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-05T02:30:00.000Z,2016-11-05T08:00:00+05:30,pm25,673.9,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-05T01:30:00.000Z,2016-11-05T07:00:00+05:30,pm25,701,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-05T00:30:00.000Z,2016-11-05T06:00:00+05:30,pm25,723.9,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-04T23:30:00.000Z,2016-11-05T05:00:00+05:30,pm25,747.9,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-04T22:30:00.000Z,2016-11-05T04:00:00+05:30,pm25,747.6,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-04T21:30:00.000Z,2016-11-05T03:00:00+05:30,pm25,682.1,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-04T20:30:00.000Z,2016-11-05T02:00:00+05:30,pm25,663.2,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-04T19:30:00.000Z,2016-11-05T01:00:00+05:30,pm25,677.3,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-04T18:30:00.000Z,2016-11-05T00:00:00+05:30,pm25,676.5,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-04T17:30:00.000Z,2016-11-04T23:00:00+05:30,pm25,580.9,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-04T16:30:00.000Z,2016-11-04T22:00:00+05:30,pm25,515.8,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-04T15:30:00.000Z,2016-11-04T21:00:00+05:30,pm25,503.7,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-04T14:30:00.000Z,2016-11-04T20:00:00+05:30,pm25,420.4,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-04T13:30:00.000Z,2016-11-04T19:00:00+05:30,pm25,393.8,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-04T12:30:00.000Z,2016-11-04T18:00:00+05:30,pm25,348.6,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-04T11:30:00.000Z,2016-11-04T17:00:00+05:30,pm25,261.3,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-04T10:30:00.000Z,2016-11-04T16:00:00+05:30,pm25,182.6,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-04T09:30:00.000Z,2016-11-04T15:00:00+05:30,pm25,190.3,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-04T08:30:00.000Z,2016-11-04T14:00:00+05:30,pm25,209.7,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-04T07:30:00.000Z,2016-11-04T13:00:00+05:30,pm25,263.2,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-04T06:30:00.000Z,2016-11-04T12:00:00+05:30,pm25,319.8,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-04T05:30:00.000Z,2016-11-04T11:00:00+05:30,pm25,345.7,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-04T04:30:00.000Z,2016-11-04T10:00:00+05:30,pm25,383.3,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-04T03:30:00.000Z,2016-11-04T09:00:00+05:30,pm25,365.4,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-04T02:30:00.000Z,2016-11-04T08:00:00+05:30,pm25,335.9,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-04T01:30:00.000Z,2016-11-04T07:00:00+05:30,pm25,306.6,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-04T00:30:00.000Z,2016-11-04T06:00:00+05:30,pm25,279.2,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2016-11-03T23:30:00.000Z,2016-11-04T05:00:00+05:30,pm25,272.4,µg/m³,28.598096,77.189066,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
